Precinct,County,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,calc_participation
Harris-Narvie J Harris Elem,DeKalb,4031.0,19.0,33.0,18.0,0.0,70.0,162.0,1594.0,765.0,10.0,2531.0,5.0,21.0,9.0,0.0,35.0,2636.0,65.4
Harris-Margaret Harris ED,DeKalb,1462.0,56.0,77.0,53.0,1.0,187.0,100.0,454.0,300.0,4.0,858.0,8.0,12.0,9.0,0.0,29.0,1074.0,73.5
Idlewood Elem,DeKalb,2472.0,88.0,148.0,89.0,3.0,328.0,187.0,717.0,371.0,7.0,1282.0,7.0,7.0,9.0,0.0,23.0,1633.0,66.1
Indian Creek,DeKalb,2318.0,52.0,83.0,66.0,3.0,204.0,143.0,498.0,340.0,11.0,992.0,10.0,15.0,8.0,0.0,33.0,1229.0,53.0
Johnson Estates,DeKalb,1600.0,57.0,161.0,133.0,0.0,351.0,32.0,486.0,510.0,0.0,1028.0,1.0,9.0,7.0,0.0,17.0,1396.0,87.2
Jolly Elem,DeKalb,3679.0,92.0,185.0,112.0,4.0,393.0,234.0,889.0,580.0,13.0,1716.0,15.0,13.0,23.0,0.0,51.0,2160.0,58.7
Kelley Lake Elem,DeKalb,3015.0,19.0,40.0,25.0,0.0,84.0,268.0,742.0,563.0,3.0,1576.0,13.0,18.0,12.0,0.0,43.0,1703.0,56.5
Kingsley Elem,DeKalb,2490.0,200.0,614.0,346.0,4.0,1164.0,74.0,424.0,434.0,5.0,937.0,11.0,12.0,4.0,0.0,27.0,2128.0,85.5
Kelley Chapel Road,DeKalb,1337.0,14.0,12.0,8.0,0.0,34.0,116.0,460.0,317.0,1.0,894.0,3.0,4.0,2.0,0.0,9.0,937.0,70.1
Knollwood,DeKalb,2546.0,46.0,40.0,15.0,0.0,101.0,229.0,667.0,452.0,11.0,1359.0,16.0,7.0,9.0,2.0,34.0,1494.0,58.7
Kittredge Elem,DeKalb,2161.0,145.0,481.0,209.0,2.0,837.0,52.0,513.0,393.0,2.0,960.0,8.0,18.0,19.0,0.0,45.0,1842.0,85.2
Lakeside High,DeKalb,3216.0,179.0,435.0,306.0,3.0,923.0,131.0,896.0,620.0,0.0,1647.0,10.0,26.0,18.0,0.0,54.0,2624.0,81.6
Lavista Road,DeKalb,2223.0,99.0,190.0,182.0,1.0,472.0,99.0,518.0,602.0,4.0,1223.0,6.0,14.0,11.0,0.0,31.0,1726.0,77.6
Lavista,DeKalb,3223.0,117.0,252.0,184.0,4.0,557.0,159.0,793.0,586.0,6.0,1544.0,16.0,20.0,11.0,0.0,47.0,2148.0,66.6
Lithonia,DeKalb,1730.0,23.0,32.0,16.0,1.0,72.0,226.0,378.0,207.0,2.0,813.0,8.0,9.0,8.0,0.0,25.0,910.0,52.6
Lin-Mary Lin Elem,DeKalb,3009.0,74.0,179.0,121.0,3.0,377.0,108.0,1032.0,882.0,4.0,2026.0,6.0,17.0,12.0,1.0,36.0,2439.0,81.1
Lithonia High,DeKalb,3610.0,14.0,28.0,16.0,0.0,58.0,336.0,1066.0,504.0,12.0,1918.0,13.0,27.0,11.0,0.0,51.0,2027.0,56.1
Livsey Elem,DeKalb,1350.0,75.0,235.0,116.0,0.0,426.0,53.0,363.0,267.0,0.0,683.0,3.0,12.0,5.0,0.0,20.0,1129.0,83.6
Miller-Eldridge L Miller Elem,DeKalb,3455.0,34.0,56.0,45.0,0.0,135.0,285.0,932.0,676.0,7.0,1900.0,13.0,13.0,12.0,1.0,39.0,2074.0,60.0
McNair High,DeKalb,4160.0,46.0,80.0,40.0,0.0,166.0,256.0,1396.0,949.0,5.0,2606.0,10.0,25.0,16.0,1.0,52.0,2824.0,67.9
Marbut Elem,DeKalb,4234.0,18.0,33.0,19.0,2.0,72.0,314.0,1393.0,607.0,19.0,2333.0,13.0,34.0,12.0,0.0,59.0,2464.0,58.2
McNair,DeKalb,2794.0,19.0,45.0,24.0,0.0,88.0,170.0,818.0,594.0,6.0,1588.0,10.0,12.0,13.0,2.0,37.0,1713.0,61.3
McLendon,DeKalb,3607.0,62.0,230.0,131.0,0.0,423.0,159.0,966.0,840.0,10.0,1975.0,15.0,24.0,33.0,0.0,72.0,2470.0,68.5
McWilliams,DeKalb,2517.0,19.0,27.0,9.0,0.0,55.0,137.0,961.0,542.0,5.0,1645.0,7.0,14.0,3.0,0.0,24.0,1724.0,68.5
Medlock,DeKalb,2208.0,75.0,145.0,125.0,1.0,346.0,121.0,644.0,635.0,1.0,1401.0,12.0,16.0,14.0,0.0,42.0,1789.0,81.0
Midvale Elem,DeKalb,2747.0,170.0,526.0,318.0,0.0,1014.0,86.0,636.0,531.0,4.0,1257.0,10.0,20.0,14.0,0.0,44.0,2315.0,84.3
Miller Grove,DeKalb,4747.0,21.0,39.0,24.0,2.0,86.0,332.0,1371.0,670.0,10.0,2383.0,11.0,22.0,10.0,1.0,44.0,2513.0,52.9
Montclair Elem,DeKalb,2194.0,66.0,84.0,22.0,2.0,174.0,180.0,618.0,236.0,7.0,1041.0,7.0,9.0,4.0,0.0,20.0,1235.0,56.3
Montreal,DeKalb,2586.0,90.0,187.0,115.0,0.0,392.0,166.0,753.0,482.0,4.0,1405.0,12.0,14.0,15.0,1.0,42.0,1839.0,71.1
Meadowview,DeKalb,3511.0,24.0,32.0,28.0,2.0,86.0,212.0,979.0,730.0,10.0,1931.0,5.0,22.0,20.0,0.0,47.0,2064.0,58.8
Memorial South,DeKalb,3138.0,42.0,64.0,37.0,2.0,145.0,228.0,722.0,360.0,18.0,1328.0,9.0,10.0,4.0,1.0,24.0,1497.0,47.7
Midway,DeKalb,3139.0,22.0,58.0,43.0,1.0,124.0,172.0,745.0,600.0,7.0,1524.0,7.0,17.0,13.0,0.0,37.0,1685.0,53.7
McNair Academy,DeKalb,1900.0,17.0,27.0,9.0,1.0,54.0,126.0,618.0,443.0,2.0,1189.0,10.0,8.0,6.0,1.0,25.0,1268.0,66.7
Mount Vernon East,DeKalb,2651.0,200.0,723.0,291.0,1.0,1215.0,76.0,559.0,363.0,3.0,1001.0,9.0,23.0,12.0,0.0,44.0,2260.0,85.3
Mathis-Bob Mathis Elem,DeKalb,2789.0,12.0,42.0,37.0,0.0,91.0,217.0,931.0,674.0,6.0,1828.0,4.0,9.0,11.0,0.0,24.0,1943.0,69.7
Mount Vernon West,DeKalb,2303.0,115.0,577.0,203.0,6.0,901.0,49.0,578.0,335.0,5.0,967.0,7.0,24.0,8.0,0.0,39.0,1907.0,82.8
Metropolitan,DeKalb,3405.0,26.0,99.0,53.0,3.0,181.0,166.0,1343.0,737.0,8.0,2254.0,11.0,31.0,18.0,0.0,60.0,2495.0,73.3
Montgomery Elem,DeKalb,2446.0,168.0,480.0,243.0,2.0,893.0,81.0,591.0,443.0,4.0,1119.0,8.0,22.0,15.0,1.0,46.0,2058.0,84.1
Miller Grove Road,DeKalb,2151.0,14.0,35.0,15.0,0.0,64.0,175.0,725.0,479.0,4.0,1383.0,3.0,13.0,8.0,0.0,24.0,1471.0,68.4
Midvale Road,DeKalb,1832.0,47.0,119.0,65.0,0.0,231.0,132.0,591.0,303.0,2.0,1028.0,0.0,17.0,8.0,0.0,25.0,1284.0,70.1
Miller Grove High,DeKalb,3470.0,15.0,29.0,17.0,0.0,61.0,273.0,968.0,415.0,10.0,1666.0,8.0,15.0,19.0,0.0,42.0,1769.0,51.0
North Decatur,DeKalb,2166.0,39.0,81.0,81.0,3.0,204.0,97.0,603.0,478.0,10.0,1188.0,14.0,11.0,9.0,0.0,34.0,1426.0,65.8
North Hairston,DeKalb,2329.0,42.0,60.0,43.0,3.0,148.0,199.0,624.0,388.0,5.0,1216.0,8.0,10.0,9.0,0.0,27.0,1391.0,59.7
Northlake,DeKalb,1509.0,106.0,140.0,123.0,0.0,369.0,79.0,409.0,371.0,2.0,861.0,8.0,9.0,8.0,0.0,25.0,1255.0,83.2
North Peachtree,DeKalb,1916.0,79.0,186.0,94.0,3.0,362.0,112.0,435.0,270.0,3.0,820.0,11.0,15.0,5.0,0.0,31.0,1213.0,63.3
Oak Grove Elem,DeKalb,2253.0,137.0,288.0,167.0,1.0,593.0,106.0,579.0,558.0,0.0,1243.0,6.0,12.0,17.0,0.0,35.0,1871.0,83.0
Oakcliff Elem,DeKalb,2125.0,93.0,163.0,96.0,2.0,354.0,248.0,395.0,257.0,9.0,909.0,9.0,5.0,6.0,0.0,20.0,1283.0,60.4
Oakhurst,DeKalb,2398.0,46.0,83.0,56.0,0.0,185.0,89.0,1026.0,713.0,3.0,1831.0,8.0,19.0,13.0,0.0,40.0,2056.0,85.7
Oak View Elem,DeKalb,5011.0,14.0,44.0,21.0,2.0,81.0,351.0,1693.0,728.0,16.0,2788.0,8.0,37.0,12.0,2.0,59.0,2928.0,58.4
Peachcrest,DeKalb,2458.0,28.0,55.0,28.0,0.0,111.0,161.0,599.0,421.0,5.0,1186.0,8.0,14.0,17.0,0.0,39.0,1336.0,54.4
Peachtree Middle,DeKalb,3502.0,111.0,356.0,172.0,2.0,641.0,193.0,1025.0,534.0,6.0,1758.0,13.0,35.0,18.0,0.0,66.0,2465.0,70.4
Princeton Elem,DeKalb,2376.0,10.0,34.0,16.0,0.0,60.0,168.0,845.0,434.0,6.0,1453.0,4.0,13.0,9.0,0.0,26.0,1539.0,64.8
Pine Lake,DeKalb,632.0,33.0,5.0,6.0,0.0,44.0,220.0,134.0,71.0,0.0,425.0,6.0,3.0,2.0,0.0,11.0,480.0,75.9
Pleasantdale Road,DeKalb,4538.0,91.0,202.0,90.0,1.0,384.0,392.0,1087.0,547.0,10.0,2036.0,12.0,32.0,25.0,0.0,69.0,2489.0,54.8
Ponce de Leon,DeKalb,3766.0,49.0,111.0,143.0,1.0,304.0,97.0,876.0,1538.0,12.0,2523.0,11.0,11.0,14.0,1.0,37.0,2864.0,76.0
Panola,DeKalb,1586.0,13.0,28.0,18.0,0.0,59.0,130.0,466.0,316.0,2.0,914.0,2.0,6.0,3.0,0.0,11.0,984.0,62.0
Panola Way Elem,DeKalb,2252.0,11.0,22.0,20.0,0.0,53.0,195.0,574.0,302.0,21.0,1092.0,8.0,13.0,3.0,0.0,24.0,1169.0,51.9
Piney Grove,DeKalb,2018.0,16.0,36.0,7.0,0.0,59.0,159.0,520.0,335.0,7.0,1021.0,4.0,9.0,8.0,0.0,21.0,1101.0,54.6
Panola Road,DeKalb,2884.0,15.0,29.0,10.0,0.0,54.0,184.0,997.0,557.0,8.0,1746.0,3.0,16.0,9.0,0.0,28.0,1828.0,63.4
Rainbow Elem,DeKalb,3768.0,17.0,45.0,41.0,1.0,104.0,247.0,1197.0,817.0,7.0,2268.0,8.0,14.0,8.0,1.0,31.0,2403.0,63.8
Redan Elem,DeKalb,3020.0,16.0,38.0,15.0,0.0,69.0,203.0,1135.0,571.0,7.0,1916.0,2.0,18.0,11.0,1.0,32.0,2017.0,66.8
Rehoboth,DeKalb,1813.0,110.0,164.0,174.0,1.0,449.0,56.0,422.0,491.0,3.0,972.0,12.0,13.0,18.0,0.0,43.0,1464.0,80.8
Rockbridge Elem,DeKalb,3595.0,30.0,72.0,43.0,7.0,152.0,294.0,919.0,497.0,15.0,1725.0,12.0,23.0,8.0,0.0,43.0,1920.0,53.4
Rock Chapel Elem,DeKalb,2910.0,11.0,36.0,18.0,1.0,66.0,211.0,1097.0,498.0,6.0,1812.0,8.0,19.0,4.0,0.0,31.0,1909.0,65.6
Rowland Elem,DeKalb,3765.0,25.0,60.0,38.0,0.0,123.0,270.0,904.0,559.0,9.0,1742.0,17.0,19.0,15.0,0.0,51.0,1916.0,50.9
Redan-Trotti Library,DeKalb,3990.0,16.0,42.0,24.0,0.0,82.0,252.0,1250.0,724.0,19.0,2245.0,12.0,26.0,9.0,1.0,48.0,2375.0,59.5
Rockbridge Road,DeKalb,3965.0,32.0,61.0,32.0,2.0,127.0,277.0,1471.0,935.0,8.0,2691.0,11.0,12.0,19.0,0.0,42.0,2860.0,72.1
Rowland Road,DeKalb,2080.0,24.0,32.0,44.0,0.0,100.0,167.0,590.0,397.0,9.0,1163.0,11.0,12.0,6.0,0.0,29.0,1292.0,62.1
Redan Road,DeKalb,2932.0,16.0,29.0,27.0,1.0,73.0,224.0,873.0,495.0,12.0,1604.0,4.0,22.0,8.0,0.0,34.0,1711.0,58.4
Rock Chapel Road,DeKalb,4178.0,29.0,106.0,80.0,1.0,216.0,239.0,1581.0,765.0,17.0,2602.0,5.0,25.0,14.0,2.0,46.0,2864.0,68.5
Redan Middle,DeKalb,2496.0,13.0,49.0,21.0,1.0,84.0,147.0,844.0,503.0,4.0,1498.0,4.0,19.0,9.0,0.0,32.0,1614.0,64.7
Sagamore Hills Elem,DeKalb,2925.0,166.0,351.0,307.0,0.0,824.0,123.0,766.0,768.0,0.0,1657.0,14.0,17.0,8.0,0.0,39.0,2520.0,86.2
Scott,DeKalb,2805.0,69.0,168.0,111.0,1.0,349.0,90.0,754.0,864.0,1.0,1709.0,8.0,13.0,26.0,1.0,48.0,2106.0,75.1
Shaw-Robert Shaw Elem,DeKalb,2892.0,46.0,71.0,47.0,0.0,164.0,221.0,828.0,542.0,3.0,1594.0,14.0,23.0,16.0,0.0,53.0,1811.0,62.6
Stone Mountain Elem,DeKalb,2338.0,30.0,108.0,241.0,0.0,379.0,141.0,486.0,507.0,3.0,1137.0,11.0,18.0,11.0,0.0,40.0,1556.0,66.6
Silver Lake,DeKalb,4979.0,213.0,1074.0,416.0,4.0,1707.0,130.0,1042.0,761.0,2.0,1935.0,10.0,40.0,29.0,0.0,79.0,3721.0,74.7
Skyland,DeKalb,2100.0,157.0,407.0,164.0,3.0,731.0,88.0,493.0,321.0,5.0,907.0,8.0,18.0,9.0,0.0,35.0,1673.0,79.7
Snapfinger Elem,DeKalb,1894.0,19.0,16.0,11.0,1.0,47.0,155.0,604.0,493.0,0.0,1252.0,5.0,13.0,7.0,0.0,25.0,1324.0,69.9
Smoke Rise,DeKalb,2108.0,141.0,314.0,216.0,1.0,672.0,77.0,532.0,424.0,0.0,1033.0,7.0,20.0,8.0,0.0,35.0,1740.0,82.5
Stone Mtn Middle,DeKalb,3247.0,33.0,46.0,51.0,1.0,131.0,279.0,597.0,297.0,16.0,1189.0,8.0,10.0,6.0,0.0,24.0,1344.0,41.4
Stone Mill Elem,DeKalb,3714.0,33.0,51.0,39.0,0.0,123.0,317.0,656.0,426.0,12.0,1411.0,15.0,10.0,11.0,2.0,38.0,1572.0,42.3
Shadow Rock Elem,DeKalb,4347.0,21.0,58.0,45.0,0.0,124.0,278.0,1546.0,1000.0,11.0,2835.0,15.0,14.0,11.0,0.0,40.0,2999.0,69.0
Stoneview Elem,DeKalb,1988.0,13.0,32.0,19.0,0.0,64.0,152.0,479.0,235.0,10.0,876.0,8.0,11.0,8.0,0.0,27.0,967.0,48.6
Salem Middle,DeKalb,3519.0,15.0,48.0,22.0,0.0,85.0,212.0,1386.0,814.0,5.0,2417.0,9.0,18.0,11.0,2.0,40.0,2542.0,72.2
Shamrock,DeKalb,1600.0,81.0,137.0,94.0,0.0,312.0,113.0,416.0,451.0,6.0,986.0,4.0,15.0,7.0,0.0,26.0,1324.0,82.8
South Deshon,DeKalb,3470.0,19.0,45.0,19.0,0.0,83.0,246.0,1256.0,621.0,13.0,2136.0,7.0,15.0,9.0,1.0,32.0,2251.0,64.9
Stone Mtn Champion,DeKalb,3098.0,64.0,63.0,48.0,1.0,176.0,273.0,752.0,440.0,9.0,1474.0,15.0,15.0,13.0,0.0,43.0,1693.0,54.6
Stone Mtn,DeKalb,1711.0,48.0,92.0,39.0,1.0,180.0,154.0,336.0,285.0,2.0,777.0,9.0,6.0,9.0,0.0,24.0,981.0,57.3
Snapfinger Road N,DeKalb,2705.0,9.0,31.0,22.0,0.0,62.0,228.0,679.0,444.0,6.0,1357.0,9.0,13.0,15.0,0.0,37.0,1456.0,53.8
Snapfinger Road S,DeKalb,1960.0,24.0,25.0,11.0,0.0,60.0,143.0,708.0,424.0,3.0,1278.0,5.0,11.0,8.0,0.0,24.0,1362.0,69.5
Stephenson Middle,DeKalb,3822.0,43.0,68.0,35.0,0.0,146.0,276.0,1371.0,756.0,1.0,2404.0,10.0,16.0,8.0,1.0,35.0,2585.0,67.6
South Hairston,DeKalb,3814.0,30.0,39.0,27.0,1.0,97.0,341.0,1067.0,604.0,13.0,2025.0,11.0,19.0,15.0,1.0,46.0,2168.0,56.8
Stephenson High,DeKalb,3555.0,23.0,74.0,40.0,3.0,140.0,249.0,1172.0,769.0,3.0,2193.0,10.0,18.0,15.0,1.0,44.0,2377.0,66.9
Stonecrest Library,DeKalb,3720.0,19.0,54.0,17.0,2.0,92.0,196.0,1509.0,524.0,11.0,2240.0,10.0,16.0,4.0,0.0,30.0,2362.0,63.5
Snapfinger Road,DeKalb,4872.0,11.0,76.0,25.0,0.0,112.0,206.0,2172.0,1062.0,11.0,3451.0,9.0,29.0,11.0,0.0,49.0,3612.0,74.1
Terry Mill,DeKalb,2808.0,19.0,47.0,14.0,1.0,81.0,218.0,946.0,589.0,5.0,1758.0,7.0,20.0,11.0,0.0,38.0,1877.0,66.8
Toney Elem,DeKalb,1729.0,10.0,15.0,13.0,1.0,39.0,146.0,453.0,345.0,4.0,948.0,7.0,14.0,9.0,1.0,31.0,1018.0,58.9
Tucker Library,DeKalb,3506.0,130.0,609.0,276.0,2.0,1017.0,89.0,964.0,626.0,3.0,1682.0,9.0,43.0,19.0,0.0,71.0,2770.0,79.0
Tilly Mill Road,DeKalb,1552.0,124.0,371.0,150.0,1.0,646.0,53.0,337.0,229.0,0.0,619.0,8.0,9.0,14.0,0.0,31.0,1296.0,83.5
Tucker,DeKalb,2932.0,66.0,359.0,216.0,2.0,643.0,94.0,832.0,521.0,6.0,1453.0,9.0,16.0,12.0,0.0,37.0,2133.0,72.7
Valley Brook,DeKalb,1037.0,47.0,60.0,49.0,2.0,158.0,110.0,278.0,241.0,3.0,632.0,7.0,4.0,1.0,0.0,12.0,802.0,77.3
Wadsworth,DeKalb,3159.0,17.0,25.0,27.0,1.0,70.0,266.0,864.0,641.0,10.0,1781.0,6.0,23.0,11.0,2.0,42.0,1893.0,59.9
Wesley Chapel Library,DeKalb,2922.0,12.0,40.0,19.0,0.0,71.0,193.0,1099.0,698.0,6.0,1996.0,4.0,14.0,8.0,1.0,27.0,2094.0,71.7
Woodrow Road,DeKalb,3493.0,24.0,52.0,41.0,0.0,117.0,231.0,1075.0,456.0,13.0,1775.0,8.0,22.0,9.0,0.0,39.0,1931.0,55.3
Winnona Park,DeKalb,2020.0,29.0,104.0,64.0,0.0,197.0,39.0,847.0,576.0,2.0,1464.0,4.0,15.0,7.0,0.0,26.0,1687.0,83.5
Woodridge Elem,DeKalb,3851.0,20.0,59.0,54.0,1.0,134.0,316.0,1019.0,715.0,12.0,2062.0,8.0,14.0,19.0,0.0,41.0,2237.0,58.1
Warren Tech,DeKalb,1364.0,81.0,115.0,65.0,0.0,261.0,124.0,313.0,198.0,3.0,638.0,15.0,5.0,7.0,0.0,27.0,926.0,67.9
Woodward,DeKalb,3193.0,76.0,303.0,189.0,2.0,570.0,131.0,861.0,727.0,2.0,1721.0,5.0,21.0,22.0,0.0,48.0,2339.0,73.3
White Oak,DeKalb,2951.0,19.0,15.0,12.0,1.0,47.0,304.0,720.0,412.0,6.0,1442.0,8.0,15.0,13.0,0.0,36.0,1525.0,51.7
Winters Chapel,DeKalb,1434.0,127.0,296.0,144.0,1.0,568.0,54.0,305.0,243.0,1.0,603.0,6.0,11.0,9.0,1.0,27.0,1198.0,83.5
Wynbrooke Elem,DeKalb,3496.0,33.0,75.0,35.0,0.0,143.0,270.0,1295.0,786.0,12.0,2363.0,8.0,17.0,14.0,1.0,40.0,2546.0,72.8
Young Road,DeKalb,1951.0,6.0,30.0,12.0,1.0,49.0,96.0,756.0,411.0,6.0,1269.0,10.0,8.0,11.0,1.0,30.0,1348.0,69.1
Helena,Telfair,969.0,112.0,271.0,42.0,2.0,427.0,52.0,99.0,47.0,5.0,203.0,8.0,12.0,1.0,1.0,22.0,652.0,67.3
Jacksonville,Telfair,628.0,172.0,118.0,39.0,0.0,329.0,35.0,24.0,36.0,1.0,96.0,6.0,4.0,3.0,0.0,13.0,438.0,69.7
Lumber-City,Telfair,963.0,158.0,176.0,47.0,0.0,381.0,69.0,41.0,219.0,0.0,329.0,3.0,3.0,4.0,0.0,10.0,720.0,74.8
McRae,Telfair,2337.0,145.0,579.0,143.0,0.0,867.0,106.0,334.0,253.0,1.0,694.0,3.0,10.0,2.0,0.0,15.0,1576.0,67.4
Milan,Telfair,802.0,242.0,244.0,69.0,0.0,555.0,27.0,24.0,16.0,0.0,67.0,1.0,1.0,0.0,0.0,2.0,624.0,77.8
Scotland,Telfair,333.0,103.0,73.0,16.0,0.0,192.0,20.0,19.0,7.0,0.0,46.0,4.0,2.0,1.0,0.0,7.0,245.0,73.6
Annex,Treutlen,0.0,244.0,866.0,160.0,0.0,1270.0,12.0,82.0,38.0,0.0,132.0,7.0,9.0,0.0,0.0,16.0,1418.0,
Soperton,Treutlen,0.0,161.0,527.0,120.0,0.0,808.0,107.0,423.0,231.0,0.0,761.0,11.0,17.0,8.0,0.0,36.0,1605.0,
Acworth 1A,Cobb,5458.0,264.0,1068.0,582.0,0.0,1914.0,204.0,857.0,876.0,3.0,1940.0,27.0,44.0,44.0,0.0,115.0,3969.0,72.7
Acworth 1B,Cobb,5214.0,395.0,977.0,522.0,2.0,1896.0,277.0,702.0,634.0,4.0,1617.0,30.0,42.0,38.0,0.0,110.0,3623.0,69.5
Acworth 1C,Cobb,5110.0,199.0,686.0,278.0,1.0,1164.0,286.0,1085.0,803.0,9.0,2183.0,34.0,46.0,32.0,0.0,112.0,3459.0,67.7
Addison 01,Cobb,2444.0,232.0,367.0,350.0,0.0,949.0,130.0,332.0,472.0,3.0,937.0,17.0,11.0,23.0,0.0,51.0,1937.0,79.3
Austell 1A,Cobb,5329.0,151.0,267.0,173.0,2.0,593.0,381.0,1298.0,948.0,10.0,2637.0,19.0,31.0,25.0,1.0,76.0,3306.0,62.0
Bells Ferry 02,Cobb,3127.0,301.0,506.0,331.0,1.0,1139.0,164.0,425.0,490.0,1.0,1080.0,32.0,20.0,25.0,0.0,77.0,2296.0,73.4
Bells Ferry 03,Cobb,2436.0,269.0,318.0,191.0,2.0,780.0,178.0,307.0,344.0,1.0,830.0,27.0,22.0,14.0,0.0,63.0,1673.0,68.7
Bells Ferry 04,Cobb,3646.0,450.0,613.0,377.0,1.0,1441.0,204.0,456.0,466.0,3.0,1129.0,31.0,27.0,40.0,1.0,99.0,2669.0,73.2
Big Shanty 01,Cobb,2385.0,205.0,357.0,254.0,6.0,822.0,156.0,300.0,264.0,1.0,721.0,18.0,14.0,19.0,0.0,51.0,1594.0,66.8
Big Shanty 02,Cobb,3236.0,298.0,571.0,376.0,3.0,1248.0,184.0,470.0,518.0,1.0,1173.0,16.0,23.0,15.0,0.0,54.0,2475.0,76.5
Baker 01,Cobb,4773.0,332.0,676.0,295.0,4.0,1307.0,312.0,988.0,622.0,6.0,1928.0,33.0,41.0,31.0,0.0,105.0,3340.0,70.0
Birney 01,Cobb,2727.0,134.0,236.0,260.0,5.0,635.0,219.0,468.0,404.0,7.0,1098.0,15.0,21.0,30.0,0.0,66.0,1799.0,66.0
Birney 02,Cobb,3894.0,180.0,394.0,347.0,1.0,922.0,196.0,883.0,843.0,4.0,1926.0,15.0,26.0,27.0,0.0,68.0,2916.0,74.9
Bryant 01,Cobb,2142.0,23.0,45.0,26.0,0.0,94.0,192.0,701.0,447.0,2.0,1342.0,5.0,14.0,9.0,1.0,29.0,1465.0,68.4
Bryant 02,Cobb,6209.0,58.0,105.0,62.0,0.0,225.0,529.0,1472.0,753.0,7.0,2761.0,17.0,37.0,22.0,0.0,76.0,3062.0,49.3
Blackwell 01,Cobb,2698.0,211.0,435.0,266.0,2.0,914.0,184.0,369.0,516.0,0.0,1069.0,25.0,23.0,20.0,0.0,68.0,2051.0,76.0
Chattahoochee 01,Cobb,5969.0,250.0,493.0,237.0,4.0,984.0,425.0,1402.0,947.0,5.0,2779.0,38.0,54.0,41.0,1.0,134.0,3897.0,65.3
Cheatham Hill 02,Cobb,3085.0,307.0,698.0,430.0,0.0,1435.0,118.0,384.0,489.0,1.0,992.0,20.0,32.0,15.0,0.0,67.0,2494.0,80.8
Cheatham Hill 03,Cobb,4029.0,315.0,811.0,524.0,1.0,1651.0,144.0,729.0,686.0,0.0,1559.0,23.0,28.0,24.0,0.0,75.0,3285.0,81.5
Chalker 01,Cobb,6065.0,303.0,622.0,410.0,1.0,1336.0,484.0,1133.0,760.0,3.0,2380.0,49.0,42.0,38.0,0.0,129.0,3845.0,63.4
Clarkdale 01,Cobb,1937.0,114.0,203.0,138.0,1.0,456.0,122.0,328.0,292.0,0.0,742.0,6.0,13.0,14.0,1.0,34.0,1232.0,63.6
Clarkdale 02,Cobb,5372.0,257.0,463.0,274.0,1.0,995.0,448.0,1264.0,831.0,6.0,2549.0,25.0,42.0,21.0,0.0,88.0,3632.0,67.6
Cooper 01,Cobb,5252.0,124.0,305.0,233.0,0.0,662.0,427.0,1236.0,896.0,4.0,2563.0,16.0,32.0,26.0,0.0,74.0,3299.0,62.8
Chestnut Ridge 01,Cobb,3162.0,328.0,621.0,605.0,0.0,1554.0,122.0,359.0,607.0,0.0,1088.0,15.0,15.0,18.0,0.0,48.0,2690.0,85.1
Dickerson 01,Cobb,2828.0,266.0,567.0,451.0,3.0,1287.0,91.0,342.0,610.0,1.0,1044.0,14.0,13.0,24.0,1.0,52.0,2383.0,84.3
Dobbins 01,Cobb,3024.0,110.0,134.0,111.0,5.0,360.0,234.0,418.0,350.0,10.0,1012.0,24.0,17.0,8.0,0.0,49.0,1421.0,47.0
Dobbins 02,Cobb,3984.0,173.0,291.0,138.0,1.0,603.0,371.0,839.0,509.0,7.0,1726.0,28.0,42.0,18.0,0.0,88.0,2417.0,60.7
Dowell 01,Cobb,3197.0,247.0,553.0,324.0,0.0,1124.0,176.0,574.0,561.0,4.0,1315.0,16.0,22.0,18.0,0.0,56.0,2495.0,78.0
Dodgen 01,Cobb,2100.0,251.0,377.0,354.0,1.0,983.0,85.0,254.0,395.0,1.0,735.0,19.0,12.0,18.0,0.0,49.0,1767.0,84.1
Durham 01,Cobb,4256.0,389.0,1349.0,565.0,2.0,2305.0,90.0,511.0,486.0,1.0,1088.0,21.0,35.0,33.0,0.0,89.0,3482.0,81.8
Davis 01,Cobb,2093.0,311.0,345.0,223.0,0.0,879.0,141.0,285.0,349.0,1.0,776.0,16.0,9.0,17.0,0.0,42.0,1697.0,81.1
Eastside 01,Cobb,3040.0,330.0,559.0,549.0,3.0,1441.0,100.0,342.0,619.0,1.0,1062.0,11.0,14.0,25.0,0.0,50.0,2553.0,84.0
Eastside 02,Cobb,4074.0,312.0,724.0,787.0,2.0,1825.0,120.0,471.0,843.0,1.0,1435.0,25.0,29.0,38.0,0.0,92.0,3352.0,82.3
